user_id,country,platform_tenure_days,last_30d_sessions,last_90d_spend,ps_plus_member,pre_30d_spend,spend_tier,engagement_tier,stratum,treatment,ps5_purchase_30d,revenue_60d,post_30d_sessions,unsubscribe_flag,optout_flag
25894,FR,306,9,72.12,1,8.84,S3_high,E2_mid,S3_high_E2_mid,0,1,221.11,3,0,0
25895,DE,728,4,2.32,1,16.58,S1_low,E1_low,S1_low_E1_low,0,0,44.75,3,0,0
25896,AU,1792,8,64.44,0,19.1,S3_high,E2_mid,S3_high_E2_mid,1,0,14.84,5,0,0
25897,US,137,14,11.37,0,10.97,S1_low,E4_vhigh,S1_low_E4_vhigh,1,0,18.19,16,0,0
25898,JP,1342,11,26.89,0,0.0,S2_mid,E3_high,S2_mid_E3_high,1,0,0.0,22,0,0
25899,US,1179,18,42.06,1,13.94,S2_mid,E4_vhigh,S2_mid_E4_vhigh,1,0,47.23,23,0,0
25900,US,1194,9,58.17,1,23.53,S3_high,E2_mid,S3_high_E2_mid,1,0,44.62,6,0,0
25901,CA,745,8,11.66,1,10.92,S1_low,E2_mid,S1_low_E2_mid,1,0,19.48,13,0,0
25902,US,1836,10,28.41,1,20.67,S2_mid,E3_high,S2_mid_E3_high,1,0,35.66,13,0,0
25903,DE,1031,9,17.23,1,26.17,S1_low,E2_mid,S1_low_E2_mid,1,0,66.49,18,0,0
25904,US,2631,6,11.17,0,21.99,S1_low,E1_low,S1_low_E1_low,0,0,0.0,6,0,0
25905,US,2133,9,40.59,1,0.0,S2_mid,E2_mid,S2_mid_E2_mid,0,0,77.96,9,0,0
25906,CA,2167,7,25.9,0,12.41,S2_mid,E1_low,S2_mid_E1_low,1,0,26.81,5,0,0
25907,US,2811,10,6.13,0,26.27,S1_low,E3_high,S1_low_E3_high,1,0,41.55,14,0,0
25908,US,1566,7,21.17,1,15.92,S1_low,E1_low,S1_low_E1_low,1,1,148.6,10,0,0
25909,US,634,6,14.48,1,5.77,S1_low,E1_low,S1_low_E1_low,0,0,29.58,7,0,0
25910,JP,2644,10,61.38,0,17.39,S3_high,E3_high,S3_high_E3_high,0,0,67.03,6,0,0
25911,DE,3446,6,26.61,0,9.14,S2_mid,E1_low,S2_mid_E1_low,1,0,36.64,4,0,0
25912,US,1519,10,66.45,0,26.39,S3_high,E3_high,S3_high_E3_high,1,0,25.83,14,0,0
25913,UK,2621,12,47.44,0,14.59,S3_high,E4_vhigh,S3_high_E4_vhigh,0,0,4.67,18,0,0
25914,UK,2389,6,192.7,1,36.16,S4_vhigh,E1_low,S4_vhigh_E1_low,1,0,60.26,6,0,0
25915,US,198,9,59.15,0,13.64,S3_high,E2_mid,S3_high_E2_mid,0,0,37.67,12,0,0
25916,US,637,14,21.02,1,6.44,S1_low,E4_vhigh,S1_low_E4_vhigh,1,0,30.33,10,0,0
25917,CA,2504,5,21.21,0,5.25,S1_low,E1_low,S1_low_E1_low,0,0,46.67,3,0,0
25918,US,1259,6,67.13,0,26.91,S3_high,E1_low,S3_high_E1_low,0,0,2.43,10,0,0
25919,JP,980,12,161.59,0,28.23,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,1,1,203.66,13,0,0
25920,US,2088,12,64.51,0,10.71,S3_high,E4_vhigh,S3_high_E4_vhigh,1,0,37.14,15,0,0
25921,CA,2042,8,14.23,0,28.49,S1_low,E2_mid,S1_low_E2_mid,0,0,2.43,9,0,0
25922,US,3352,6,34.47,1,19.16,S2_mid,E1_low,S2_mid_E1_low,0,1,158.93,12,0,0
25923,DE,3577,15,19.79,0,0.0,S1_low,E4_vhigh,S1_low_E4_vhigh,0,0,0.0,18,0,0
25924,JP,99,7,108.7,1,29.9,S4_vhigh,E1_low,S4_vhigh_E1_low,1,1,206.59,4,0,0
25925,US,1683,13,81.86,1,29.42,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,0,0,91.78,17,0,0
25926,US,2661,12,68.6,0,23.27,S3_high,E4_vhigh,S3_high_E4_vhigh,1,0,85.11,16,0,0
25927,UK,1264,8,59.34,1,23.78,S3_high,E2_mid,S3_high_E2_mid,0,1,155.98,7,0,0
25928,US,1781,9,69.28,0,32.66,S3_high,E2_mid,S3_high_E2_mid,0,0,23.82,7,0,0
25929,US,2539,13,62.8,1,28.0,S3_high,E4_vhigh,S3_high_E4_vhigh,1,1,173.63,16,0,0
25930,UK,2725,6,58.07,1,5.54,S3_high,E1_low,S3_high_E1_low,1,0,68.08,7,0,0
25931,US,3450,13,34.46,0,0.0,S2_mid,E4_vhigh,S2_mid_E4_vhigh,0,0,14.25,11,0,0
25932,US,445,9,23.49,1,0.0,S2_mid,E2_mid,S2_mid_E2_mid,0,0,34.84,13,0,0
25933,US,1650,10,96.57,1,40.45,S4_vhigh,E3_high,S4_vhigh_E3_high,0,0,18.98,15,0,0
25934,US,2172,8,44.01,1,35.77,S2_mid,E2_mid,S2_mid_E2_mid,1,0,17.72,5,0,0
25935,JP,3261,5,118.93,1,41.29,S4_vhigh,E1_low,S4_vhigh_E1_low,1,0,55.36,5,0,0
25936,US,1556,8,10.15,1,2.73,S1_low,E2_mid,S1_low_E2_mid,0,0,34.97,6,0,0
25937,US,217,6,5.93,0,4.99,S1_low,E1_low,S1_low_E1_low,1,1,253.56,10,0,0
25938,UK,1157,7,35.81,1,17.0,S2_mid,E1_low,S2_mid_E1_low,1,0,28.59,8,0,0
25939,FR,3403,9,13.25,0,14.04,S1_low,E2_mid,S1_low_E2_mid,0,1,71.68,9,0,0
25940,US,147,11,26.31,1,0.0,S2_mid,E3_high,S2_mid_E3_high,1,0,0.0,11,0,0
25941,UK,3462,4,60.91,0,42.51,S3_high,E1_low,S3_high_E1_low,0,0,34.72,8,0,0
25942,UK,1932,13,53.7,0,22.64,S3_high,E4_vhigh,S3_high_E4_vhigh,0,0,42.58,12,0,0
25943,US,777,5,66.65,1,28.26,S3_high,E1_low,S3_high_E1_low,1,1,131.75,4,0,0
25944,US,1267,10,12.21,1,5.66,S1_low,E3_high,S1_low_E3_high,0,0,9.61,11,0,0
25945,UK,1312,13,70.98,0,20.81,S3_high,E4_vhigh,S3_high_E4_vhigh,0,1,77.76,23,0,0
25946,US,3367,9,119.9,0,23.67,S4_vhigh,E2_mid,S4_vhigh_E2_mid,0,0,17.96,5,0,0
25947,US,2963,7,25.45,0,63.99,S2_mid,E1_low,S2_mid_E1_low,0,0,26.3,6,0,0
25948,CA,2748,9,35.92,1,2.74,S2_mid,E2_mid,S2_mid_E2_mid,1,0,66.14,16,0,0
25949,US,81,6,104.98,1,13.06,S4_vhigh,E1_low,S4_vhigh_E1_low,0,0,47.29,3,0,0
25950,US,345,4,30.55,0,34.11,S2_mid,E1_low,S2_mid_E1_low,0,0,44.26,2,0,0
25951,US,3213,6,151.9,1,44.03,S4_vhigh,E1_low,S4_vhigh_E1_low,1,1,218.34,10,0,0
25952,JP,1152,11,151.86,1,45.16,S4_vhigh,E3_high,S4_vhigh_E3_high,1,0,84.47,17,0,0
25953,DE,733,11,34.02,0,14.44,S2_mid,E3_high,S2_mid_E3_high,0,0,78.48,16,0,0
25954,US,970,12,6.02,1,7.01,S1_low,E4_vhigh,S1_low_E4_vhigh,1,0,11.78,4,0,0
25955,US,2414,11,5.01,1,24.75,S1_low,E3_high,S1_low_E3_high,1,0,17.45,12,0,0
25956,AU,2506,9,31.01,1,11.36,S2_mid,E2_mid,S2_mid_E2_mid,0,0,82.61,8,0,0
25957,UK,1029,10,46.61,1,8.79,S3_high,E3_high,S3_high_E3_high,1,1,148.3,18,0,0
25958,UK,2112,14,11.67,0,7.13,S1_low,E4_vhigh,S1_low_E4_vhigh,0,0,13.3,8,0,0
25959,US,3010,11,20.06,1,12.32,S1_low,E3_high,S1_low_E3_high,0,0,0.0,12,0,0
25960,US,1329,11,132.79,0,23.17,S4_vhigh,E3_high,S4_vhigh_E3_high,0,0,112.15,13,0,0
25961,US,508,8,110.05,0,25.86,S4_vhigh,E2_mid,S4_vhigh_E2_mid,1,0,105.57,7,0,0
25962,FR,832,12,14.18,0,8.57,S1_low,E4_vhigh,S1_low_E4_vhigh,0,0,12.2,9,0,0
25963,JP,3581,5,62.63,0,20.34,S3_high,E1_low,S3_high_E1_low,0,0,3.17,1,0,0
25964,US,1624,8,25.63,0,5.87,S2_mid,E2_mid,S2_mid_E2_mid,0,0,0.0,10,0,0
25965,UK,2634,13,72.94,1,2.1,S3_high,E4_vhigh,S3_high_E4_vhigh,1,1,164.77,16,0,0
25966,JP,938,9,129.2,1,34.89,S4_vhigh,E2_mid,S4_vhigh_E2_mid,1,0,20.18,13,0,0
25967,JP,3149,5,58.86,0,4.16,S3_high,E1_low,S3_high_E1_low,0,0,39.59,6,0,0
25968,US,715,9,13.99,0,5.94,S1_low,E2_mid,S1_low_E2_mid,1,0,25.64,11,0,0
25969,US,444,7,67.42,0,12.01,S3_high,E1_low,S3_high_E1_low,0,0,73.79,9,0,0
25970,JP,2982,11,24.32,1,4.68,S2_mid,E3_high,S2_mid_E3_high,1,0,77.45,11,0,0
25971,US,2250,4,160.72,1,34.13,S4_vhigh,E1_low,S4_vhigh_E1_low,0,0,149.93,4,0,0
25972,US,3535,13,67.46,0,17.08,S3_high,E4_vhigh,S3_high_E4_vhigh,1,0,29.83,14,0,0
25973,US,1954,13,67.66,0,10.48,S3_high,E4_vhigh,S3_high_E4_vhigh,0,0,21.09,5,0,0
25974,US,2763,8,13.57,0,0.0,S1_low,E2_mid,S1_low_E2_mid,0,0,0.0,11,0,0
25975,US,1924,9,108.78,1,57.96,S4_vhigh,E2_mid,S4_vhigh_E2_mid,0,0,101.61,10,0,0
25976,CA,256,10,80.79,0,23.66,S4_vhigh,E3_high,S4_vhigh_E3_high,1,0,72.68,14,0,0
25977,JP,1403,14,40.48,0,18.9,S2_mid,E4_vhigh,S2_mid_E4_vhigh,1,1,167.11,18,0,0
25978,US,3427,12,62.11,1,14.28,S3_high,E4_vhigh,S3_high_E4_vhigh,1,1,102.99,18,0,0
25979,AU,3466,7,4.42,0,3.63,S1_low,E1_low,S1_low_E1_low,1,1,171.73,9,0,0
25980,JP,1672,10,94.83,1,24.09,S4_vhigh,E3_high,S4_vhigh_E3_high,1,0,76.02,4,0,0
25981,DE,3152,5,104.31,0,32.16,S4_vhigh,E1_low,S4_vhigh_E1_low,1,0,76.4,7,0,0
25982,CA,991,8,11.74,0,11.52,S1_low,E2_mid,S1_low_E2_mid,0,1,109.04,8,0,0
25983,JP,1140,11,19.15,1,4.8,S1_low,E3_high,S1_low_E3_high,0,0,35.77,12,0,0
25984,CA,2823,8,31.74,0,15.74,S2_mid,E2_mid,S2_mid_E2_mid,1,0,54.61,7,0,0
25985,US,273,9,32.13,1,47.02,S2_mid,E2_mid,S2_mid_E2_mid,1,0,49.37,8,0,0
25986,JP,43,15,121.69,0,20.52,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,0,0,48.09,24,0,0
25987,US,914,7,169.33,1,41.05,S4_vhigh,E1_low,S4_vhigh_E1_low,1,0,101.56,7,0,0
25988,JP,140,8,88.4,1,10.48,S4_vhigh,E2_mid,S4_vhigh_E2_mid,1,0,41.17,11,0,0
25989,US,2034,8,54.04,1,16.83,S3_high,E2_mid,S3_high_E2_mid,0,0,18.05,11,0,0
25990,US,2776,7,71.97,1,45.84,S3_high,E1_low,S3_high_E1_low,0,0,32.23,6,0,0
25991,DE,2348,10,32.68,0,0.0,S2_mid,E3_high,S2_mid_E3_high,1,0,19.39,15,0,0
25992,UK,610,10,66.15,1,24.73,S3_high,E3_high,S3_high_E3_high,0,0,45.16,17,0,0
25993,US,3092,6,11.74,1,4.52,S1_low,E1_low,S1_low_E1_low,1,0,26.69,4,0,0
25994,JP,1739,7,25.59,1,7.83,S2_mid,E1_low,S2_mid_E1_low,0,0,39.77,7,0,0
25995,US,1133,7,136.55,1,29.73,S4_vhigh,E1_low,S4_vhigh_E1_low,0,0,24.58,8,0,0
25996,US,1929,9,26.0,1,27.13,S2_mid,E2_mid,S2_mid_E2_mid,1,1,178.67,9,0,0
25997,UK,609,8,54.03,1,14.75,S3_high,E2_mid,S3_high_E2_mid,0,0,0.0,5,0,0
25998,US,3627,7,39.69,1,13.85,S2_mid,E1_low,S2_mid_E1_low,1,0,49.07,7,0,0
25999,US,1701,6,76.76,0,25.84,S4_vhigh,E1_low,S4_vhigh_E1_low,0,1,125.32,7,0,0
26000,US,1222,8,43.16,0,32.41,S2_mid,E2_mid,S2_mid_E2_mid,0,0,49.46,12,0,0
26001,US,2532,5,43.91,1,10.02,S2_mid,E1_low,S2_mid_E1_low,1,0,46.91,2,0,0
26002,AU,1129,7,41.05,1,16.6,S2_mid,E1_low,S2_mid_E1_low,1,0,44.3,8,0,0
26003,US,2793,10,46.68,1,15.98,S3_high,E3_high,S3_high_E3_high,1,0,52.01,9,0,0
26004,DE,1744,11,68.13,1,12.47,S3_high,E3_high,S3_high_E3_high,1,0,11.09,9,0,0
26005,UK,3199,10,36.44,1,25.12,S2_mid,E3_high,S2_mid_E3_high,1,1,153.78,17,0,0
26006,US,1781,15,8.34,0,10.07,S1_low,E4_vhigh,S1_low_E4_vhigh,1,0,12.39,14,0,0
26007,JP,2376,14,58.53,1,32.18,S3_high,E4_vhigh,S3_high_E4_vhigh,0,0,79.74,11,0,0
26008,US,2015,9,56.94,1,3.57,S3_high,E2_mid,S3_high_E2_mid,0,0,49.98,7,0,0
26009,US,3551,8,28.28,0,19.69,S2_mid,E2_mid,S2_mid_E2_mid,0,0,23.25,7,0,0
26010,DE,3209,9,102.78,1,26.14,S4_vhigh,E2_mid,S4_vhigh_E2_mid,0,1,145.7,10,0,0
26011,DE,1669,11,15.31,0,7.51,S1_low,E3_high,S1_low_E3_high,0,0,0.0,14,0,0
26012,US,2596,12,5.99,1,10.0,S1_low,E4_vhigh,S1_low_E4_vhigh,0,1,121.44,13,0,0
26013,FR,812,8,77.51,0,25.06,S4_vhigh,E2_mid,S4_vhigh_E2_mid,1,0,35.52,12,0,0
26014,AU,3150,6,104.27,0,29.21,S4_vhigh,E1_low,S4_vhigh_E1_low,1,0,65.99,7,0,0
26015,US,2260,14,101.38,0,20.46,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,1,1,119.89,21,0,0
26016,UK,1429,10,21.65,0,13.45,S1_low,E3_high,S1_low_E3_high,1,0,98.77,13,0,0
26017,US,3249,4,40.7,0,16.73,S2_mid,E1_low,S2_mid_E1_low,0,0,8.43,3,0,0
26018,US,2821,8,38.71,0,23.2,S2_mid,E2_mid,S2_mid_E2_mid,0,0,30.71,8,0,0
26019,US,639,9,14.13,1,0.0,S1_low,E2_mid,S1_low_E2_mid,0,0,149.22,10,0,0
26020,US,3509,5,29.49,0,24.29,S2_mid,E1_low,S2_mid_E1_low,1,0,22.41,2,0,0
26021,UK,1059,10,112.68,0,31.13,S4_vhigh,E3_high,S4_vhigh_E3_high,1,0,118.83,15,0,0
26022,US,315,7,61.09,0,13.49,S3_high,E1_low,S3_high_E1_low,0,0,1.25,7,0,0
26023,US,1296,6,10.49,0,0.0,S1_low,E1_low,S1_low_E1_low,1,0,3.55,5,0,0
26024,US,1605,21,31.01,0,15.57,S2_mid,E4_vhigh,S2_mid_E4_vhigh,1,0,0.0,21,0,0
26025,US,304,12,50.73,1,21.44,S3_high,E4_vhigh,S3_high_E4_vhigh,1,0,25.41,16,0,0
26026,CA,2188,5,18.11,0,0.0,S1_low,E1_low,S1_low_E1_low,0,0,19.82,7,0,0
26027,US,1601,9,15.72,1,23.31,S1_low,E2_mid,S1_low_E2_mid,1,0,26.54,19,0,0
26028,US,2150,7,57.94,0,9.32,S3_high,E1_low,S3_high_E1_low,0,0,2.86,5,0,0
26029,US,1830,11,17.01,1,16.59,S1_low,E3_high,S1_low_E3_high,1,1,151.76,15,0,0
26030,US,1887,11,34.43,1,9.42,S2_mid,E3_high,S2_mid_E3_high,1,0,59.46,12,0,0
26031,CA,588,8,17.22,1,0.0,S1_low,E2_mid,S1_low_E2_mid,0,0,1.77,7,0,0
26032,US,3007,6,14.15,0,5.52,S1_low,E1_low,S1_low_E1_low,1,0,18.13,4,0,0
26033,UK,2296,9,65.04,1,7.96,S3_high,E2_mid,S3_high_E2_mid,0,0,49.09,7,0,0
26034,UK,791,10,96.39,1,25.09,S4_vhigh,E3_high,S4_vhigh_E3_high,1,0,35.06,10,0,0
26035,US,431,14,93.21,1,27.99,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,0,0,118.29,18,0,0
26036,US,3525,9,36.72,0,29.82,S2_mid,E2_mid,S2_mid_E2_mid,0,0,34.49,8,0,0
26037,US,1924,8,22.42,0,5.0,S1_low,E2_mid,S1_low_E2_mid,0,0,18.51,13,0,0
26038,US,2957,8,26.1,0,9.69,S2_mid,E2_mid,S2_mid_E2_mid,1,0,0.0,6,0,0
26039,US,1769,14,0.28,1,1.14,S1_low,E4_vhigh,S1_low_E4_vhigh,1,1,163.0,13,0,0
26040,JP,1090,9,40.56,0,12.11,S2_mid,E2_mid,S2_mid_E2_mid,1,0,72.09,10,0,0
26041,US,1092,10,86.7,0,32.83,S4_vhigh,E3_high,S4_vhigh_E3_high,1,0,0.0,16,0,0
26042,US,148,3,7.57,0,14.65,S1_low,E1_low,S1_low_E1_low,1,1,227.17,4,0,0
26043,FR,2013,8,34.75,1,18.54,S2_mid,E2_mid,S2_mid_E2_mid,0,1,93.53,10,0,0
26044,JP,2639,8,80.57,0,17.22,S4_vhigh,E2_mid,S4_vhigh_E2_mid,1,0,13.96,9,0,0
26045,US,428,16,43.62,0,10.12,S2_mid,E4_vhigh,S2_mid_E4_vhigh,0,0,0.0,19,0,0
26046,US,125,8,37.41,1,11.8,S2_mid,E2_mid,S2_mid_E2_mid,0,0,15.85,9,0,0
26047,US,632,9,4.12,1,12.86,S1_low,E2_mid,S1_low_E2_mid,0,1,24.55,11,0,0
26048,FR,1791,8,114.8,1,21.95,S4_vhigh,E2_mid,S4_vhigh_E2_mid,0,0,33.05,8,0,0
26049,CA,1905,7,162.44,0,37.29,S4_vhigh,E1_low,S4_vhigh_E1_low,0,0,34.44,7,0,0
26050,US,2137,10,50.2,0,10.27,S3_high,E3_high,S3_high_E3_high,0,1,147.46,11,0,0
26051,US,3072,9,25.42,0,0.04,S2_mid,E2_mid,S2_mid_E2_mid,1,0,49.71,12,0,0
26052,US,3572,6,58.26,1,18.2,S3_high,E1_low,S3_high_E1_low,0,1,106.42,8,0,0
26053,DE,3280,7,55.17,0,11.97,S3_high,E1_low,S3_high_E1_low,1,0,15.15,4,0,0
26054,US,1166,11,17.64,1,0.0,S1_low,E3_high,S1_low_E3_high,0,0,53.84,13,0,0
26055,US,1662,12,49.37,0,28.74,S3_high,E4_vhigh,S3_high_E4_vhigh,0,0,56.01,13,0,0
26056,US,2630,8,30.58,1,7.68,S2_mid,E2_mid,S2_mid_E2_mid,0,0,27.74,14,0,0
26057,DE,991,13,60.43,0,47.19,S3_high,E4_vhigh,S3_high_E4_vhigh,1,0,16.02,16,0,0
26058,US,3484,7,53.41,1,25.3,S3_high,E1_low,S3_high_E1_low,0,1,168.55,4,0,0
26059,JP,485,13,3.95,1,3.72,S1_low,E4_vhigh,S1_low_E4_vhigh,1,0,0.0,21,0,0
26060,US,1705,11,41.33,0,14.91,S2_mid,E3_high,S2_mid_E3_high,1,0,47.27,8,0,0
26061,US,2753,9,33.07,0,0.0,S2_mid,E2_mid,S2_mid_E2_mid,0,0,0.0,5,0,0
26062,US,467,12,25.35,0,9.38,S2_mid,E4_vhigh,S2_mid_E4_vhigh,0,0,41.89,18,0,0
26063,US,3613,9,3.03,1,0.0,S1_low,E2_mid,S1_low_E2_mid,0,0,7.35,8,0,0
26064,US,475,9,94.34,0,19.76,S4_vhigh,E2_mid,S4_vhigh_E2_mid,1,0,45.45,8,0,0
26065,US,945,9,56.38,1,9.41,S3_high,E2_mid,S3_high_E2_mid,0,0,50.09,11,0,0
26066,US,1440,8,29.74,1,27.01,S2_mid,E2_mid,S2_mid_E2_mid,0,0,51.78,10,0,0
26067,US,2356,12,10.83,1,2.97,S1_low,E4_vhigh,S1_low_E4_vhigh,0,0,2.73,12,0,0
26068,FR,1204,7,11.51,1,3.06,S1_low,E1_low,S1_low_E1_low,1,0,75.02,11,0,0
26069,US,2094,6,50.55,1,0.66,S3_high,E1_low,S3_high_E1_low,0,0,49.4,6,0,0
26070,FR,1175,10,17.91,0,16.6,S1_low,E3_high,S1_low_E3_high,1,0,83.38,8,0,0
26071,JP,1289,11,33.25,0,2.82,S2_mid,E3_high,S2_mid_E3_high,1,0,10.62,10,0,0
26072,UK,1784,8,20.32,0,23.18,S1_low,E2_mid,S1_low_E2_mid,0,0,29.62,8,0,0
26073,US,1101,9,82.28,0,20.61,S4_vhigh,E2_mid,S4_vhigh_E2_mid,0,0,65.9,10,0,0
26074,CA,1975,11,92.15,0,18.36,S4_vhigh,E3_high,S4_vhigh_E3_high,0,0,20.81,14,0,0
26075,FR,1540,9,22.94,0,22.83,S1_low,E2_mid,S1_low_E2_mid,1,0,38.71,9,0,0
26076,US,990,8,2.33,0,5.35,S1_low,E2_mid,S1_low_E2_mid,0,0,59.81,6,0,0
26077,US,1490,8,27.66,1,22.77,S2_mid,E2_mid,S2_mid_E2_mid,1,0,68.9,8,0,0
26078,US,1623,8,24.65,1,7.74,S2_mid,E2_mid,S2_mid_E2_mid,1,0,79.06,7,0,0
26079,US,1791,11,26.85,0,15.24,S2_mid,E3_high,S2_mid_E3_high,1,0,92.27,14,0,0
26080,US,2389,15,98.77,0,28.57,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,1,0,70.04,20,0,0
26081,US,1082,14,78.12,0,11.29,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,1,0,63.15,25,0,0
26082,UK,2046,12,135.35,0,30.79,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,1,0,54.91,11,0,0
26083,US,1604,10,39.88,1,14.95,S2_mid,E3_high,S2_mid_E3_high,0,0,103.95,9,0,0
26084,US,2763,6,213.69,1,42.17,S4_vhigh,E1_low,S4_vhigh_E1_low,0,0,45.09,6,0,0
26085,JP,2276,7,169.27,1,26.45,S4_vhigh,E1_low,S4_vhigh_E1_low,0,0,64.7,4,0,0
26086,US,1022,6,10.76,1,0.0,S1_low,E1_low,S1_low_E1_low,0,0,28.55,3,0,0
26087,US,812,8,36.17,0,15.56,S2_mid,E2_mid,S2_mid_E2_mid,0,0,47.9,11,0,0
26088,US,1393,10,22.59,0,24.05,S1_low,E3_high,S1_low_E3_high,1,0,36.09,14,0,0
26089,US,1301,6,133.87,1,32.83,S4_vhigh,E1_low,S4_vhigh_E1_low,1,0,53.08,7,0,0
26090,US,2033,10,151.43,1,41.3,S4_vhigh,E3_high,S4_vhigh_E3_high,0,0,37.73,6,0,0
26091,US,930,8,68.9,0,17.68,S3_high,E2_mid,S3_high_E2_mid,1,0,37.2,6,0,0
26092,FR,3316,6,98.2,1,57.02,S4_vhigh,E1_low,S4_vhigh_E1_low,0,0,64.02,2,0,0
26093,JP,3048,10,1.95,0,8.65,S1_low,E3_high,S1_low_E3_high,1,0,49.48,5,0,0
26094,US,2245,13,25.55,1,9.33,S2_mid,E4_vhigh,S2_mid_E4_vhigh,0,0,23.36,12,0,0
26095,DE,2433,7,73.44,1,46.84,S3_high,E1_low,S3_high_E1_low,1,0,54.55,10,0,0
26096,CA,1072,10,124.61,0,22.19,S4_vhigh,E3_high,S4_vhigh_E3_high,0,0,0.0,9,0,0
26097,FR,2055,8,42.42,1,30.45,S2_mid,E2_mid,S2_mid_E2_mid,1,1,256.04,9,0,0
26098,US,163,10,90.98,1,20.9,S4_vhigh,E3_high,S4_vhigh_E3_high,0,0,0.98,12,0,0
26099,CA,528,11,122.57,1,27.19,S4_vhigh,E3_high,S4_vhigh_E3_high,0,0,81.13,25,0,0
26100,US,1893,7,2.0,1,7.8,S1_low,E1_low,S1_low_E1_low,1,1,167.03,8,0,0
26101,US,386,10,30.37,0,12.89,S2_mid,E3_high,S2_mid_E3_high,1,0,118.04,13,0,0
26102,JP,3470,10,47.46,0,17.5,S3_high,E3_high,S3_high_E3_high,0,0,30.35,10,0,0
26103,US,2708,10,20.05,0,0.0,S1_low,E3_high,S1_low_E3_high,0,0,16.49,11,0,0
26104,US,2444,9,46.0,0,13.67,S3_high,E2_mid,S3_high_E2_mid,0,0,17.08,10,0,1
26105,US,3279,9,17.79,0,2.9,S1_low,E2_mid,S1_low_E2_mid,0,0,0.0,14,0,0
26106,JP,1566,8,49.53,1,9.34,S3_high,E2_mid,S3_high_E2_mid,1,1,140.8,14,0,0
26107,US,3145,8,31.17,0,10.3,S2_mid,E2_mid,S2_mid_E2_mid,0,0,48.24,11,0,0
26108,US,308,13,53.3,0,18.23,S3_high,E4_vhigh,S3_high_E4_vhigh,0,1,53.1,10,0,0
26109,CA,2927,12,7.71,0,0.04,S1_low,E4_vhigh,S1_low_E4_vhigh,1,0,6.45,19,0,0
26110,US,451,8,57.13,0,8.69,S3_high,E2_mid,S3_high_E2_mid,0,0,47.78,10,0,0
26111,US,476,13,53.22,0,17.18,S3_high,E4_vhigh,S3_high_E4_vhigh,0,1,177.93,19,0,0
26112,UK,2721,6,22.97,0,15.62,S1_low,E1_low,S1_low_E1_low,1,0,0.0,2,0,0
26113,JP,2577,14,46.47,0,8.41,S3_high,E4_vhigh,S3_high_E4_vhigh,0,0,15.27,13,0,0
26114,DE,1173,4,104.13,1,38.25,S4_vhigh,E1_low,S4_vhigh_E1_low,0,0,68.4,2,0,0
26115,US,579,5,97.15,0,42.7,S4_vhigh,E1_low,S4_vhigh_E1_low,0,0,35.89,12,0,0
26116,US,1089,10,68.06,0,15.39,S3_high,E3_high,S3_high_E3_high,1,0,11.95,4,0,0
26117,DE,1717,13,109.97,0,23.2,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,1,0,0.0,9,0,0
26118,US,865,11,176.51,0,42.71,S4_vhigh,E3_high,S4_vhigh_E3_high,1,1,199.15,23,0,0
26119,DE,3415,12,54.73,0,28.23,S3_high,E4_vhigh,S3_high_E4_vhigh,1,0,88.51,10,0,0
26120,US,3278,13,61.83,1,19.92,S3_high,E4_vhigh,S3_high_E4_vhigh,1,1,171.25,12,0,0
26121,JP,1491,9,11.6,1,11.48,S1_low,E2_mid,S1_low_E2_mid,0,0,44.74,14,0,0
26122,US,1135,13,29.96,0,37.0,S2_mid,E4_vhigh,S2_mid_E4_vhigh,1,0,26.0,17,0,0
26123,JP,746,4,79.03,1,19.4,S4_vhigh,E1_low,S4_vhigh_E1_low,0,0,21.01,2,0,0
26124,US,670,13,23.5,0,28.13,S2_mid,E4_vhigh,S2_mid_E4_vhigh,0,0,37.77,14,0,0
26125,DE,347,8,98.69,1,15.54,S4_vhigh,E2_mid,S4_vhigh_E2_mid,0,0,58.62,13,0,0
26126,US,1359,5,78.33,0,12.73,S4_vhigh,E1_low,S4_vhigh_E1_low,0,0,24.25,4,0,0
26127,US,3265,10,36.26,1,2.89,S2_mid,E3_high,S2_mid_E3_high,0,0,0.0,10,0,0
26128,US,2601,6,106.41,1,21.88,S4_vhigh,E1_low,S4_vhigh_E1_low,0,0,24.09,6,0,0
26129,US,220,7,125.96,1,25.85,S4_vhigh,E1_low,S4_vhigh_E1_low,1,1,108.79,15,0,0
26130,US,1529,9,79.52,0,30.9,S4_vhigh,E2_mid,S4_vhigh_E2_mid,0,0,32.54,14,0,0
26131,US,1223,11,66.23,0,21.59,S3_high,E3_high,S3_high_E3_high,0,0,0.0,10,0,0
26132,JP,2799,14,27.84,0,2.31,S2_mid,E4_vhigh,S2_mid_E4_vhigh,1,0,46.18,14,0,0
